Name,Article_ID_x,Date_x,repeat_x,Article_ID_y,Date_y,repeat_y,career_length,Gender
Boris C. Bernhardt,9284734,2019-10-19,True,9274272,2022-10-02,True,1079 days,M
Marco Bindi,7937706,2020-10-26,True,6750020,2022-12-07,True,772 days,M
Georgios Georgakis,7681429,2021-05-14,True,7725658,2022-03-02,True,292 days,M
Edmond HaoCun Wu,6880921,2020-05-11,True,6650932,2022-08-03,True,814 days,M
Vincenzo Romano,7970878,2021-10-14,True,6932072,2022-12-25,True,437 days,M
François James,7008565,2019-09-16,True,8462300,2022-06-23,True,1011 days,M
Taeho Kgil,7428425,2018-08-13,True,9330616,2020-07-30,True,717 days,M
Louis Annabi,7368749,2019-01-02,True,7694325,2022-10-18,True,1385 days,M
David Blinder,8994885,2020-10-26,True,7768664,2021-12-15,True,415 days,M
Mark Richardson 0002,7516837,2020-04-01,True,9578092,2020-06-18,True,78 days,M
Osama Shekhah,7957020,2018-11-14,True,7958338,2020-10-26,True,712 days,M
Shlomi Laufer,6762615,2020-09-02,True,8493705,2022-10-02,True,760 days,M
Ruben H. Zamar,8426854,2017-05-17,True,8019846,2021-02-17,True,1372 days,M
Frederik Beuth,7478475,2019-12-03,True,8025175,2022-05-13,True,892 days,M
Paolo Ancilotti,8989808,2020-06-15,True,9219516,2022-07-18,True,763 days,M
Marco Cattani,7647643,2018-08-13,True,8893811,2020-08-25,True,743 days,M
Zeger Degraeve,7083567,2020-02-21,True,7083797,2020-10-26,True,248 days,M
Haitham Saad Mohamed Ramadan,9040484,2022-01-03,True,6694741,2022-07-06,True,184 days,M
Nestor Herran,6840586,2020-08-07,True,6840652,2020-09-05,True,29 days,M
Burak Alparslan Eroglu,8020089,2020-02-22,True,8114513,2022-10-18,True,969 days,M
Diedrich Graf v. Keyserlingk,8507480,2020-02-19,True,8171558,2020-10-26,True,250 days,M
Kester Fong,7746338,2019-05-14,True,9592275,2021-07-22,True,800 days,M
Sándor Héman,8680488,2017-06-09,True,7229117,2020-08-19,True,1167 days,M
Kevin Fall,7753300,2019-05-14,True,7748631,2022-08-16,True,1190 days,M
Nathan Sprague,6880638,2020-05-11,True,9495445,2020-05-21,True,10 days,M
Alexandre Micol,8191927,2020-02-22,True,8195748,2020-07-16,True,145 days,M
Adel I. El-Fallah,6977578,2020-02-22,True,7852479,2020-06-18,True,117 days,M
Michael S. H. Heng,9082756,2017-05-26,True,8491129,2022-06-10,True,1841 days,M
Jordan Douglas,9395274,2020-09-10,True,8771741,2021-06-01,True,264 days,M
Wael Louis,9614895,2020-05-22,True,8031759,2020-10-01,True,132 days,M
Marlin P. Strub,7318937,2021-10-14,True,8836384,2022-08-08,True,298 days,M
Amnon Schreiber,8296342,2020-02-22,True,8222901,2022-06-28,True,857 days,M
Niklas Kolbe,9262189,2020-12-29,True,7315732,2023-01-02,True,734 days,M
Danilo Piparo,8231981,2020-02-19,True,7522852,2020-03-24,True,34 days,M
Marco Satrustegui,8595306,2020-05-22,True,9070124,2022-12-05,True,927 days,M
Alexandros Xanthopoulos,7831187,2022-09-10,True,7785985,2022-10-02,True,22 days,M
Jim Roberts,6963059,2020-04-25,True,7777120,2020-05-18,True,23 days,M
Eric Haines,9578104,2017-05-18,True,9413282,2018-11-14,True,545 days,M
Marek Kropidlowski,6743608,2019-10-19,True,7990796,2020-05-11,True,205 days,M
William Goossen,7999715,2020-02-21,True,9503271,2021-10-14,True,601 days,M
Gian Luca Giorgi,8949581,2020-04-16,True,9401946,2020-05-20,True,34 days,M
Shigeki Nakauchi,9540058,2017-05-20,True,8345028,2019-11-28,True,922 days,M
Tom Van Court,7244306,2020-05-18,True,9437836,2020-05-20,True,2 days,M
Matteo Piva,9555829,2017-05-18,True,7366639,2018-08-13,True,452 days,M
Vineet Kumar Singh,7894508,2022-10-02,True,6809414,2023-01-04,True,94 days,M
Juan Moreno García-Loygorri,9051463,2019-10-12,True,8334084,2020-12-29,True,444 days,M
Konstantinos Papangelis,8298374,2021-10-14,True,7483101,2022-02-18,True,127 days,M
Harry Wu,7744157,2012-09-19,True,6929553,2020-09-06,True,2909 days,M
Francisco M. García Olmedo,6766915,2017-05-17,True,8821445,2020-09-01,True,1203 days,M
Igor Bernik,8525862,2020-04-02,True,8473450,2021-02-17,True,321 days,M
Viktor Kiss,7260904,2018-08-13,True,6869673,2021-10-14,True,1158 days,M
Rubén S. Wainschenker,8489817,2020-05-18,True,6755288,2021-02-17,True,275 days,M
Rocco Dominici,6950581,2020-05-11,True,6943501,2022-07-25,True,805 days,M
David Foster,8348058,2018-11-24,True,8736830,2022-03-16,True,1208 days,M
Konstantinos Mastakas,7363998,2018-08-13,True,8328049,2021-01-05,True,876 days,M
Norman G. Loeb,6950050,2020-05-11,True,8182984,2020-05-12,True,1 days,M
Jorge Schwarzhaupt,8518977,2018-11-06,True,8518740,2022-06-10,True,1312 days,M
Piero G. Pavan,8493869,2019-07-11,True,8637428,2020-05-30,True,324 days,M
Hiroki Koyasu,8389694,2020-09-29,True,9612273,2021-05-14,True,227 days,M
Trevor Pinto,6859117,2020-03-12,True,9572447,2022-06-10,True,820 days,M
Shogo Nakazawa,7908086,2020-04-03,True,8068451,2020-08-13,True,132 days,M
Kurt Geihs,8923102,2003-12-19,True,6615649,2022-10-02,True,6862 days,M
Thomas Treichel,8493445,2019-07-11,True,8728263,2020-07-09,True,364 days,M
Marc Devocelle,7800335,2020-03-06,True,8568020,2021-10-14,True,587 days,M
Mark Cavage,8375346,2018-11-06,True,8635876,2022-06-01,True,1303 days,M
Federico Croce,7273184,2021-08-27,True,7290069,2022-12-27,True,487 days,M
Federico Grasso Toro,9231076,2020-06-16,True,9060045,2022-02-23,True,617 days,M
Piotr Urbaszek,7798790,2020-03-06,True,8273056,2021-10-14,True,587 days,M
Vladimir R. Sidorenko,6803778,2017-05-26,True,7313671,2022-07-13,True,1874 days,M
Antonio Congiusta,8231544,2020-02-19,True,8869854,2020-05-21,True,92 days,M
Luis M. Laita,6768339,2017-05-17,True,7166715,2022-08-16,True,1917 days,M
Asim Dilawer Bakhshi,7061600,2020-02-20,True,9025934,2020-12-01,True,285 days,M
Claes Andersson,8677701,2020-10-26,True,7082062,2021-05-19,True,205 days,M
Maxwell Foxman,8204576,2021-03-04,True,8022201,2022-10-02,True,577 days,M
Kjartan Halvorsen,7707107,2019-04-01,True,7929304,2020-08-13,True,500 days,M
Juan Boubeta-Puig,7258699,2020-02-20,True,7901846,2023-01-05,True,1050 days,M
Tomás Ramírez,9080461,2020-08-27,True,7756400,2022-10-02,True,766 days,M
Boris M. Schein,9086224,2021-02-12,True,6726742,2021-02-17,True,5 days,M
Oliver Schmittmann,7964856,2018-11-14,True,7962018,2022-12-05,True,1482 days,M
Fabian Laudenbach,8429798,2019-05-22,True,7983900,2020-04-02,True,316 days,M
Michael Harris,6751361,2020-06-08,True,9502206,2021-06-01,True,358 days,M
Yoshiyuki Sasakabe,8519775,2020-10-08,True,8580028,2020-12-03,True,56 days,M
Derek Caveney,8705037,2020-03-31,True,9108577,2020-05-20,True,50 days,M
Rossano Girometti,7813721,2020-04-25,True,8226256,2022-08-16,True,843 days,M
Giovanni Corsini,6582088,2020-03-12,True,8178409,2022-10-18,True,950 days,M
Mehmet Fatih Tasgetiren,7197609,2019-09-25,True,7176523,2022-10-02,True,1103 days,M
Marcin Grzegorzek,9238909,2020-04-25,True,7968565,2022-09-26,True,884 days,M
Darius Jarmalavicius,6951507,2021-07-29,True,6944546,2022-08-08,True,375 days,M
Matthias Becker 0002,7626566,2018-10-05,True,7205495,2022-04-09,True,1282 days,M
Michal Levi-Bliech,6978571,2020-02-21,True,9515421,2020-09-10,True,202 days,M
Luis Jesús Manso,9168039,2020-06-04,True,9167873,2022-03-05,True,639 days,M
Bram Metsch,8839398,2020-05-11,True,7146754,2021-05-14,True,368 days,M
Celal Yasar,8009906,2020-09-10,True,7100931,2020-09-16,True,6 days,M
Patricio Donoso,7179477,2020-02-18,True,6795062,2020-08-24,True,188 days,M
Fernando Guirado,8785162,2020-03-02,True,8639402,2022-08-16,True,897 days,M
Tamer Demiralp,9195457,2020-09-17,True,8048117,2021-02-17,True,153 days,M
Valerio Bianchi,7010317,2020-10-26,True,6688642,2022-10-02,True,706 days,M
Said Abboudi,7183429,2020-02-20,True,7923412,2020-02-24,True,4 days,M
Ronald Poppe,9431534,2017-11-12,True,7766692,2023-01-15,True,1890 days,M
Jean-Marie Le Bars,8326442,2017-05-26,True,7962013,2021-09-16,True,1574 days,M
Masahiro Takeoka,7451840,2018-08-13,True,8157422,2020-03-10,True,575 days,M
Alberto Broggi,9625082,2017-05-20,True,7953606,2022-09-08,True,1937 days,M
Yavuz Yapici,7325260,2018-08-13,True,8811825,2021-01-29,True,900 days,M
Sherif Nasser,8362889,2020-06-30,True,9153858,2021-04-07,True,281 days,M
Abdelkader Benyettou,7607501,2018-08-13,True,7903003,2021-04-28,True,989 days,M
Krisztián Pócza,7033362,2020-09-16,True,9620905,2021-02-12,True,149 days,M
Alex Lascarides,7337207,2018-08-13,True,8790933,2021-05-14,True,1005 days,M
Simon R. Arridge,7478919,2018-08-13,True,7572032,2023-01-02,True,1603 days,M
Richard Müller 0002,7382510,2020-02-14,True,7440104,2022-10-02,True,961 days,M
Jörg Feuerhake,7589332,2019-01-02,True,8200953,2020-04-24,True,478 days,M
Matthew S. Weber,8738626,2020-03-02,True,6927540,2021-04-09,True,403 days,M
Francisco David Guillén-Gámez,8247681,2022-03-23,True,6613974,2023-01-05,True,288 days,M
Rahul Urgaonkar,7910261,2017-05-20,True,8765586,2022-03-16,True,1761 days,M
Sándor Kisfaludi-Bak,7290766,2018-08-13,True,7358151,2022-10-02,True,1511 days,M
Bo Wang 0044,7342533,2020-01-10,True,9429887,2022-12-21,True,1076 days,M
Vito Domenico Pietro Servedio,9385544,2017-01-18,True,7731648,2022-12-27,True,2169 days,M
Steven B. Shooter,9367323,2020-02-13,True,9581134,2021-01-07,True,329 days,M
Kristian Laursen,9374687,2020-10-02,True,7603763,2021-07-29,True,300 days,M
Arman Zaribafiyan,7572709,2018-08-13,True,7470015,2021-01-23,True,894 days,M
In-Chan Choi,7181692,2020-02-18,True,8341373,2020-08-13,True,177 days,M
John P. Dugan,8175185,2020-05-12,True,8181696,2022-08-16,True,826 days,M
Arnaud Nguembang Fadja,9383742,2020-03-02,True,8151380,2022-12-06,True,1009 days,M
Ikuo Yoneda,8441442,2017-05-27,True,8610020,2020-02-21,True,1000 days,M
Anatoliy A. Kononov,8260754,2020-04-09,True,8186678,2020-05-12,True,33 days,M
Abdel Ghani Karkar,9054836,2020-09-05,True,7742615,2022-06-23,True,656 days,M
Holger Schellwat,9518907,2017-05-28,True,9075504,2020-06-18,True,1117 days,M
Bernd Fiedler,7259977,2018-08-13,True,7306017,2020-01-10,True,515 days,M
Philipp Schleer,8493778,2020-11-04,True,8493386,2021-07-25,True,263 days,M
Josep Quer,7334553,2018-08-13,True,8783512,2020-03-02,True,567 days,M
Muhammad Sahimi,7503459,2019-08-19,True,7165902,2022-08-16,True,1093 days,M
Marco Bonetti,9454925,2020-02-18,True,9430477,2020-09-06,True,201 days,M
Peter H. Schmitt,7831752,2002-01-03,True,9302479,2022-08-23,True,7537 days,M
Ilya M. Averin,7159471,2020-02-22,True,8694563,2020-04-02,True,40 days,M
David Sander,8344389,2019-10-19,True,6725312,2022-12-07,True,1145 days,M
Julian Lawrynowicz,9532591,2020-05-27,True,8995798,2021-02-16,True,265 days,M
Dieter Britz,7877677,2020-02-21,True,7118400,2020-12-25,True,308 days,M
Cyril Carré,8110194,2020-06-08,True,6721097,2021-04-07,True,303 days,M
Riccardo Chelli,9492538,2020-04-01,True,9491236,2022-10-02,True,914 days,M
Jeffrey O. Kephart,6636053,2004-05-05,True,7078256,2022-06-13,True,6613 days,M
John A. Major,8209437,2017-05-26,True,7107871,2017-05-27,True,1 days,M
Paolo Casoto,8430030,2019-05-22,True,6614306,2022-05-24,True,1098 days,M
Manuel Lainz Valcázar,7537129,2020-04-02,True,8855917,2021-05-16,True,409 days,M
Abbas Moameni,8526287,2020-07-03,True,8855428,2022-03-16,True,621 days,M
Ilias S. Kotsireas,8085255,2017-05-18,True,9474354,2023-01-04,True,2057 days,M
Rudolf Frühwirth,6903101,2018-11-06,True,8660321,2020-10-26,True,720 days,M
Amir Bozorg,8054313,2021-02-11,True,8052717,2022-07-25,True,529 days,M
Mohammad Sadeq Dousti,8882269,2020-05-11,True,7537785,2021-10-21,True,528 days,M
Andrew Banman,7668306,2018-08-13,True,7295520,2019-05-28,True,288 days,M
Volker Krüger,6661700,2020-02-20,True,8116555,2022-08-16,True,908 days,M
Kent Darryl Aglibar,7344343,2022-02-18,True,7433534,2022-03-16,True,26 days,M
Manfred Dobrowolski,8685860,2020-05-11,True,8829244,2020-08-06,True,87 days,M
Teemu Lehtinen,7380239,2021-03-26,True,7487580,2021-10-14,True,202 days,M
Stephen K. Gray,8547029,2020-02-19,True,8438880,2022-09-26,True,950 days,M
Ioannis Tomkos,7473562,2019-01-01,True,7988000,2022-10-02,True,1370 days,M
Tatsuyuki Ueda,7314683,2020-02-10,True,8701369,2020-05-30,True,110 days,M
Mitko Kostov,8786339,2020-10-26,True,8022790,2021-04-14,True,170 days,M
Seth Pree,8455174,2020-03-11,True,8455044,2020-06-15,True,96 days,M
Mika T. Rantanen,9515780,2017-05-28,True,7150105,2020-08-17,True,1177 days,M
René Brandborg Sørensen,7362035,2020-02-10,True,7359390,2021-08-18,True,555 days,M
Ahmet E. Topcu,9553201,2021-07-25,True,8946806,2022-04-27,True,276 days,M
Michal Komorowski,7481046,2018-08-13,True,8774999,2022-10-02,True,1511 days,M
Alessandro Fedeli,8438154,2019-02-27,True,8622720,2022-10-02,True,1313 days,M
Florian Schroff,7309325,2018-08-13,True,8041239,2018-11-14,True,93 days,M
Giuseppe Attanasio,8829334,2020-08-06,True,7306141,2022-10-18,True,803 days,M
Shigeo Kawata,7585889,2018-08-13,True,7160740,2021-07-25,True,1077 days,M
Paul Gauthier,8904128,2020-08-13,True,8895602,2021-06-04,True,295 days,M
Reto Stauffer,7503305,2021-01-23,True,9479498,2021-07-21,True,179 days,M
Tim Dahmen,7406941,2018-08-13,True,7328747,2021-04-13,True,974 days,M
Oleg Grigoriev,8238986,2020-04-25,True,9012746,2022-08-08,True,835 days,M
Pedro A. Toledo,7031949,2020-08-06,True,7044569,2022-07-14,True,707 days,M
Vincent Cheutet,7099850,2020-02-20,True,9180911,2022-10-02,True,955 days,M
Ritchie Lee,7262812,2018-08-13,True,7397686,2019-07-25,True,346 days,M
Scott A. Isaacson,7748087,2019-05-14,True,9587540,2020-06-18,True,401 days,M
Bruno Raffin,8701490,2018-11-14,True,7288361,2022-11-10,True,1457 days,M
Tetsuya J. Kobayashi,7688417,2021-03-24,True,7120596,2022-12-07,True,623 days,M
Branislav Gerazov,9253214,2020-03-13,True,7937784,2022-10-02,True,933 days,M
Yannick Schulz,7715464,2020-08-03,True,8792375,2021-04-07,True,247 days,M
Jozef Mocnej,8946322,2020-10-26,True,9262322,2022-11-23,True,758 days,M
Masataka Suzuki,6778620,2020-04-01,True,6644263,2021-06-09,True,434 days,M
Kevin Schmidmayer,8551730,2020-02-19,True,9445957,2022-06-23,True,855 days,M
James S. J. Lee,8805764,2020-02-24,True,8960982,2020-05-19,True,85 days,M
Robert F. Simmons,9404390,2017-05-26,True,7974090,2022-05-16,True,1816 days,M
Víctor Corcoba Magaña,9182415,2021-06-01,True,6561557,2022-04-09,True,312 days,M
Tom Satwicz,8464972,2020-03-24,True,6614061,2020-05-19,True,56 days,M
Antonio Caliò,7675580,2018-08-13,True,7045090,2021-12-15,True,1220 days,M
Mike Prest,8441878,2017-05-27,True,7208344,2021-03-29,True,1402 days,M
Alireza Borjali,7410139,2020-05-03,True,9512314,2021-09-16,True,501 days,M
Alexis Brinkemper,8695400,2021-09-07,True,8695151,2021-11-09,True,63 days,M
Lars Kristian Vognild,7823057,2020-05-14,True,9429940,2020-09-06,True,115 days,M
Arthur Sherman,8470643,2020-05-20,True,9557371,2020-09-29,True,132 days,M
Jean Liénard,7462149,2018-08-13,True,7511580,2021-04-19,True,980 days,M
Gonzalo Joya,8004250,2020-09-10,True,8602818,2022-10-02,True,752 days,M
Marino Mangeruga,6954525,2020-12-17,True,6936989,2022-10-02,True,654 days,M
Stephan P. L. Meesters,7280475,2018-08-13,True,8368756,2020-06-08,True,665 days,M
James K. Lan,6870877,2021-02-11,True,6571672,2021-02-17,True,6 days,M
Dimitrios Gunopulos,8989598,2018-05-17,True,7338875,2023-01-19,True,1708 days,M
Mikhail A. Bulyonkov,8250416,2020-06-21,True,6568147,2021-02-17,True,241 days,M
Nicolai Häni,7692000,2018-08-13,True,7728457,2022-08-30,True,1478 days,M
Bertrand Jouve,7677229,2018-08-13,True,9556867,2022-04-09,True,1335 days,M
Dumitru Motreanu,9204236,2017-05-26,True,7802506,2023-01-17,True,2062 days,M
Jaakko Järvi,9496700,2020-09-01,True,7551001,2022-11-04,True,794 days,M
Sebastian Jenderny,6969120,2021-09-16,True,7992477,2021-12-25,True,100 days,M
Luca Brandt,7528746,2020-03-29,True,8553318,2021-12-25,True,636 days,M
Themis Lazaridis,9491399,2020-04-01,True,9395698,2020-10-26,True,208 days,M
Giuseppe Manco 0001,6736785,2019-12-05,True,8232278,2022-10-02,True,1032 days,M
Ludo C. Visser,7485521,2018-08-13,True,6679987,2022-10-02,True,1511 days,M
François Jacquenet,7681342,2018-08-13,True,8475528,2022-03-18,True,1313 days,M
Gabriel G. Piva,7509223,2020-07-06,True,9556697,2021-07-25,True,384 days,M
Yasuhiko Tanabe,6996488,2020-04-11,True,6855617,2020-09-06,True,148 days,M
Peter G. Klein,6878187,2020-07-16,True,6878704,2020-10-26,True,102 days,M
Emad E. A. Soliman,9023397,2022-02-23,True,6625052,2022-09-05,True,194 days,M
James Chapman 0001,7231733,2019-06-02,True,8201905,2022-05-18,True,1081 days,M
Jonas Poelmans,6733742,2017-05-26,True,6596414,2022-01-21,True,1701 days,M
Dimitrios Tzovaras,8090839,2017-05-26,True,7845021,2023-01-15,True,2060 days,M
Sameer Hinduja,8647325,2020-02-18,True,8648402,2021-10-14,True,604 days,M
Christian Mätzler,8257902,2020-04-09,True,8182731,2022-04-09,True,730 days,M
Hiroki Ojima,9292836,2022-02-23,True,9292905,2022-05-13,True,79 days,M
Andreas Timm-Giel,7818103,2020-02-19,True,9526272,2022-12-06,True,1021 days,M
Muhammad Ali Al-Radhawi,7152478,2020-02-22,True,8445456,2022-08-25,True,915 days,M
Daniel Moraes,8387448,2020-03-24,True,6942979,2022-06-13,True,811 days,M
Toshiaki Kuri,6998343,2020-04-11,True,8533421,2022-05-19,True,768 days,M
Marco Marengo,9582341,2020-02-25,True,7428354,2020-07-01,True,127 days,M
Konstantinos V. Katsikopoulos,6793118,2020-08-17,True,7087768,2022-10-02,True,776 days,M
Roberto Benzi,6752409,2019-05-23,True,7121339,2022-10-02,True,1228 days,M
Michael Weiner,8001265,2020-02-21,True,8000441,2022-10-02,True,954 days,M
Alessandro Brozzi,8774460,2020-03-02,True,8774699,2021-10-14,True,591 days,M
Mikhail Ghattas,6794710,2020-06-08,True,7148471,2021-06-17,True,374 days,M
Maksym Del,7316529,2018-09-02,True,7573131,2023-01-03,True,1584 days,M
Juan Ortner,8293919,2020-02-22,True,8296011,2022-03-16,True,753 days,M
Niv Voskoboynik,7356090,2018-08-13,True,8766820,2018-11-02,True,81 days,M
Bashir Mahdi Ebrahimi,6705410,2020-05-21,True,6604530,2020-06-08,True,18 days,M
Cédric Josz,8145719,2020-06-08,True,9113940,2020-07-03,True,25 days,M
Frank Seifert 0003,9280486,2018-11-14,True,9275732,2020-05-30,True,563 days,M
Seth Lewis,8500558,2021-02-12,True,7136716,2021-02-16,True,4 days,M
Mohammad Hassan Behzadi,9231962,2020-05-25,True,6626891,2022-10-02,True,860 days,M
Barthélémy Heyrman,8117914,2020-05-21,True,8449415,2022-10-02,True,864 days,M
Donald Cameron,7086481,2020-02-21,True,6792292,2020-06-08,True,108 days,M
Simeon E. Spasov,7430362,2020-02-28,True,9279494,2021-04-09,True,406 days,M
André Weimerskirch,7345402,2020-01-10,True,9293389,2022-10-02,True,996 days,M
Jeff D. Griffiths,7091354,2020-02-21,True,8457791,2020-12-18,True,301 days,M
Etienne Pierre-Doray,7447177,2018-08-13,True,9117885,2020-09-01,True,750 days,M
Roman Parovik,7306744,2021-05-18,True,7967264,2021-11-03,True,169 days,M
Jeremy W. Baxter,8375895,2018-11-06,True,7901716,2020-02-25,True,476 days,M
Adam Marcus 0001,6637138,2019-09-16,True,8130030,2021-02-16,True,519 days,M
Austin Waters,8211189,2020-08-25,True,7457189,2021-04-12,True,230 days,M
George R. Cooper,8155681,2020-03-10,True,9127014,2020-09-01,True,175 days,M
Atsushi Harada,6987207,2020-04-11,True,6999870,2021-01-18,True,282 days,M
Engin Kursun,9480446,2020-10-01,True,8289619,2022-05-18,True,594 days,M
Steven P. Wartik,8281672,2020-02-24,True,8443233,2022-02-02,True,709 days,M
Marco Schneider,8766724,2017-05-27,True,8250864,2020-06-21,True,1121 days,M
Pablo Molinero-Fernández,8853227,2017-05-20,True,9592554,2020-09-06,True,1205 days,M
Mike H. MacGregor,8764337,2017-05-27,True,8138704,2020-09-11,True,1203 days,M
Ayoub Ait Lahcen,6743729,2017-09-16,True,8447009,2022-12-19,True,1920 days,M
Achim Seidel,8055606,2020-08-30,True,8055940,2022-06-23,True,662 days,M
Gianluca Lentini,8792775,2020-05-22,True,8142274,2022-08-25,True,825 days,M
Daniel König,8426132,2018-03-29,True,8968819,2020-08-25,True,880 days,M
Konrad Stocker,8680253,2017-05-28,True,8569629,2020-05-18,True,1086 days,M
Miguel Ferrer,7061867,2020-02-20,True,8264149,2022-12-07,True,1021 days,M
Winfried Ilg,6679876,2020-02-24,True,7456902,2022-06-13,True,840 days,M
Sebastian Winklhofer,8437966,2022-06-28,True,8437852,2022-10-02,True,96 days,M
Paulo Peças,8266270,2021-03-02,True,8398247,2022-09-10,True,557 days,M
Paul Staadecker,7340918,2021-08-03,True,8325272,2022-11-13,True,467 days,M
Dimitris Dranidis,9483986,2020-09-17,True,8312118,2022-06-10,True,631 days,M
John Sessions,7131663,2020-03-31,True,6620408,2020-04-09,True,9 days,M
Franck Legendre,8764371,2009-07-28,True,7340746,2021-01-23,True,4197 days,M
Abdelhamid Abderrezzak,9384876,2020-03-25,True,9142034,2021-02-12,True,324 days,M
Vladimir V. Aristov,9497160,2020-04-09,True,7114600,2022-03-15,True,705 days,M
Jungwoo Lee 0001,7730905,2019-11-15,True,7277337,2021-08-12,True,636 days,M
Gasper Glavan,7937012,2021-11-03,True,7945166,2022-06-02,True,211 days,M
Maciej Drozdowski,8329385,2012-09-26,True,9172251,2022-10-18,True,3674 days,M
Martin Hecher,8429039,2019-05-22,True,8708979,2022-10-02,True,1229 days,M
Gary B. Parker,6679685,2020-02-24,True,8935658,2020-09-11,True,200 days,M
Wolfgang Arendt,7661242,2022-06-23,True,7617917,2022-08-10,True,48 days,M
Keith Wansbrough,7231553,2017-09-16,True,8188446,2019-09-25,True,739 days,M
Heiko Holz,8580871,2021-06-04,True,6728564,2022-08-16,True,438 days,M
Eric Delhez,9206857,2017-05-26,True,8471221,2020-09-06,True,1199 days,M
Jerome Thai,7358269,2018-08-13,True,9105581,2020-05-20,True,646 days,M
Robert L. Magedson,9369336,2020-02-13,True,7980847,2020-02-22,True,9 days,M
Sergey Fomin,8129842,2004-07-05,True,6565195,2021-06-01,True,6175 days,M
Jeroen Weesie,8276398,2018-08-14,True,8252334,2022-10-02,True,1510 days,M
Piotr P. Matus,7977492,2020-06-08,True,7977529,2021-03-03,True,268 days,M
Loganathan Agilandeeswari,8485007,2020-08-26,True,9116665,2021-07-15,True,323 days,M
Hugo Veenstra,8057829,2020-08-30,True,8055732,2022-04-08,True,586 days,M
Luca Baldassarre,7276332,2018-08-13,True,6817937,2020-11-13,True,823 days,M
Jacques Philippe Sauvé,7850242,2020-10-26,True,7924481,2021-06-15,True,232 days,M
Jan Pries-Heje,7109998,2019-10-30,True,8491612,2022-10-06,True,1072 days,M
Masaru Sugimachi,6990113,2020-04-11,True,7005062,2021-01-18,True,282 days,M
José Ignacio Iglesias Curto,7516642,2018-08-13,True,8162026,2021-10-14,True,1158 days,M
Nader Ajmi,6781659,2020-12-21,True,6781886,2022-03-15,True,449 days,M
Sylvio Barbon Junior,7455504,2018-08-13,True,9248979,2022-08-25,True,1473 days,M
Ahmad Kamandi,7895188,2020-02-21,True,9114854,2022-04-09,True,778 days,M
Tatsuya Abe 0001,7832081,2020-04-02,True,9576013,2021-07-25,True,479 days,M
Mattia Zampieri,8776753,2020-03-02,True,8783641,2022-10-02,True,944 days,M
John Friend,7237667,2017-05-28,True,6792980,2020-06-08,True,1107 days,M
Charles Gouert,8885423,2021-09-06,True,8690588,2022-11-13,True,433 days,M
Evan Selinger,8956513,2017-05-18,True,7102929,2020-07-09,True,1148 days,M
Raimo Joensuu,9274013,2018-11-30,True,9287392,2020-09-05,True,645 days,M
Karl Deckers,8996881,2021-02-16,True,8842423,2021-05-19,True,92 days,M
Shigeru Fukunaga,7746838,2019-05-14,True,8430872,2023-01-03,True,1330 days,M
Diego A. Forero,8151399,2020-04-01,True,9395953,2020-09-10,True,162 days,M
Yuri N. Skiba,7883409,2020-02-21,True,8047417,2021-02-17,True,362 days,M
Matthias Lange 0002,7048052,2020-02-24,True,8554568,2022-04-09,True,775 days,M
Thomas Sewell,6980603,2020-09-10,True,8782052,2021-10-14,True,399 days,M
Kevin C. Wolfe,7120931,2018-08-14,True,8521459,2020-07-09,True,695 days,M
Nick Campbell 0001,9431534,2017-11-12,True,6905590,2022-06-23,True,1684 days,M
Juan Alvarez-Linera,6732011,2018-11-30,True,9287948,2021-10-18,True,1053 days,M
Eric L. Ferguson,7446091,2018-08-13,True,7665531,2018-10-31,True,79 days,M
David Robert Wallace Barr,8121545,2020-02-24,True,6583855,2020-03-12,True,17 days,M
Tim Bray,7745358,2019-05-14,True,8904049,2020-08-13,True,457 days,M
Hubert János Kiss,8999022,2020-07-22,True,6798207,2020-09-24,True,64 days,M
Yaniv David,7320981,2019-05-21,True,8543396,2021-02-17,True,638 days,M
Dmitry V. Tsarev,6926506,2020-09-06,True,7122242,2022-10-02,True,756 days,M
Kent Luetkemeyer,9299544,2020-05-14,True,8350127,2020-05-20,True,6 days,M
Christopher Lueg,8735435,2020-03-02,True,9422234,2022-07-04,True,854 days,M
David B. Kletter,7130113,2020-03-31,True,8341552,2020-08-13,True,135 days,M
Bernhard Rinner,8698740,2017-05-17,True,8794396,2022-12-25,True,2048 days,M
Mykhaylo A. Teplechuk,8058979,2020-08-30,True,8983082,2020-09-10,True,11 days,M
Vojtech Huser,9503723,2020-05-11,True,6897658,2022-10-02,True,874 days,M
Hady Wirawan Lauw,9596030,2018-11-02,True,6921873,2020-03-13,True,497 days,M
Newton C. A. da Costa,6767205,2017-05-17,True,6796487,2020-09-24,True,1226 days,M
James E. Raynolds,7413468,2018-08-13,True,9446891,2020-02-21,True,557 days,M
Steven Mertens,6746440,2021-02-19,True,8170918,2022-06-23,True,489 days,M
Pedro Miraldo,7388587,2018-08-13,True,7293699,2022-03-16,True,1311 days,M
Walt Scacchi,8739802,2002-01-03,True,6844862,2022-08-16,True,7530 days,M
Alexander G. Tonevitsky,9400308,2020-10-26,True,7012283,2023-01-15,True,811 days,M
Jonathan Rebane,7482909,2018-10-05,True,7419929,2021-12-07,True,1159 days,M
Ralf Heckmann,7086480,2020-02-21,True,8341332,2020-08-13,True,174 days,M
